,house_number,street,zipcode,boro,latitude,longitude,type_of_violation,status,year_of_violation
280,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2017
281,1492,1 AVENUE,10075,MANHATTAN,40.771496,-73.953293,maintenance code violation,Close,2020
282,154,EAST 175 STREET,10457,BRONX,40.846798,-73.908111,maintenance code violation,Close,2020
283,154,EAST 175 STREET,10457,BRONX,40.846798,-73.908111,maintenance code violation,Close,2020
284,515,CATHEDRAL PARKWAY,10025,MANHATTAN,40.803336,-73.964707,maintenance code violation,Close,2017
285,3770,BROADWAY,10032,MANHATTAN,40.833831,-73.945036,maintenance code violation,Close,2013
286,410,ST NICHOLAS AVENUE,10027,MANHATTAN,40.814225,-73.949521,maintenance code violation,Close,2013
287,2015,DORCHESTER ROAD,11226,BROOKLYN,40.641594,-73.959139,maintenance code violation,Close,2020
288,2015,DORCHESTER ROAD,11226,BROOKLYN,40.641594,-73.959139,maintenance code violation,Close,2020
289,2015,DORCHESTER ROAD,11226,BROOKLYN,40.641594,-73.959139,maintenance code violation,Close,2020
290,4640,BROADWAY,10040,MANHATTAN,40.861871,-73.930067,maintenance code violation,Close,2021
291,145-20,LAKEWOOD AVENUE,11435,QUEENS,40.690471,-73.802838,maintenance code violation,Open,2017
292,497,DEAN STREET,11217,BROOKLYN,40.681359,-73.9735,maintenance code violation,Close,2021
293,1410,PROSPECT PLACE,11213,BROOKLYN,40.6732,-73.929807,maintenance code violation,Close,2020
294,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2017
295,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2017
296,250,STOCKHOLM STREET,11237,BROOKLYN,40.701496,-73.920811,maintenance code violation,Close,2020
297,1410,PROSPECT PLACE,11213,BROOKLYN,40.6732,-73.929807,maintenance code violation,Close,2020
298,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Close,2017
299,1505,TOWNSEND AVENUE,10452,BRONX,40.84234,-73.915038,maintenance code violation,Close,2014
300,1505,TOWNSEND AVENUE,10452,BRONX,40.84234,-73.915038,maintenance code violation,Close,2014
301,2120,WALLACE AVENUE,10462,BRONX,40.853719,-73.864825,maintenance code violation,Close,2014
302,2075,WALTON AVENUE,10453,BRONX,40.854089,-73.905903,maintenance code violation,Close,2021
303,2075,WALTON AVENUE,10453,BRONX,40.854089,-73.905903,maintenance code violation,Close,2021
304,2075,WALTON AVENUE,10453,BRONX,40.854089,-73.905903,maintenance code violation,Close,2021
305,714,HART STREET,11221,BROOKLYN,40.699517,-73.925095,maintenance code violation,Open,2017
306,410,ST NICHOLAS AVENUE,10027,MANHATTAN,40.814225,-73.949521,maintenance code violation,Close,2013
307,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
308,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
309,451,KINGSTON AVENUE,11225,BROOKLYN,40.663504,-73.942746,maintenance code violation,Close,2013
310,509,WEST 170 STREET,10032,MANHATTAN,40.841254,-73.936457,maintenance code violation,Close,2017
311,509,WEST 170 STREET,10032,MANHATTAN,40.841254,-73.936457,maintenance code violation,Close,2017
312,509,WEST 170 STREET,10032,MANHATTAN,40.841254,-73.936457,maintenance code violation,Close,2017
313,964,OCEAN PARKWAY,11230,BROOKLYN,40.624929,-73.970626,maintenance code violation,Close,2021
314,351,LEGION STREET,11212,BROOKLYN,40.660205,-73.916106,maintenance code violation,Close,2021
315,330,EAST 22 STREET,11226,BROOKLYN,40.643188,-73.956482,maintenance code violation,Close,2021
316,140,WEST 58 STREET,10019,MANHATTAN,40.765512,-73.977947,maintenance code violation,Open,2017
317,103,VERMILYEA AVENUE,10034,MANHATTAN,40.866249,-73.921971,maintenance code violation,Close,2015
318,265,MILL ROAD,10306,STATEN ISLAND,40.562387,-74.111617,maintenance code violation,Close,2013
319,265,MILL ROAD,10306,STATEN ISLAND,40.562387,-74.111617,maintenance code violation,Close,2013
320,273,ADELPHI STREET,11205,BROOKLYN,40.689225,-73.971067,maintenance code violation,Close,2017
321,1059,UNION STREET,11225,BROOKLYN,40.669706,-73.957885,maintenance code violation,Close,2021
322,8797,25 AVENUE,11214,BROOKLYN,40.593861,-73.991409,maintenance code violation,Close,2021
323,1251,BRONX RIVER AVENUE,10472,BRONX,40.829686,-73.882493,maintenance code violation,Close,2021
324,2304,AMSTERDAM AVENUE,10033,MANHATTAN,40.84381,-73.934047,maintenance code violation,Close,2020
325,1120,BRIGHTON BEACH AVENUE,11235,BROOKLYN,40.577768,-73.956175,maintenance code violation,Close,2013
326,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
327,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
328,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
329,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
330,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
331,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
332,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
333,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
334,265,MILL ROAD,10306,STATEN ISLAND,40.562387,-74.111617,maintenance code violation,Close,2013
335,643,WEST 172 STREET,10032,MANHATTAN,40.844217,-73.939656,maintenance code violation,Open,2017
336,8797,25 AVENUE,11214,BROOKLYN,40.593861,-73.991409,maintenance code violation,Close,2021
337,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
338,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
339,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
340,118,CLARKSON AVENUE,11226,BROOKLYN,40.655086,-73.955519,maintenance code violation,Close,2013
341,118,CLARKSON AVENUE,11226,BROOKLYN,40.655086,-73.955519,maintenance code violation,Close,2013
342,118,CLARKSON AVENUE,11226,BROOKLYN,40.655086,-73.955519,maintenance code violation,Close,2013
343,118,CLARKSON AVENUE,11226,BROOKLYN,40.655086,-73.955519,maintenance code violation,Close,2013
344,118,CLARKSON AVENUE,11226,BROOKLYN,40.655086,-73.955519,maintenance code violation,Close,2013
345,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
346,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
347,640,KOSCIUSZKO STREET,11221,BROOKLYN,40.693785,-73.927921,maintenance code violation,Close,2017
348,1562,THIERIOT AVENUE,10460,BRONX,40.839697,-73.865894,maintenance code violation,Close,2016
349,349,LINDEN STREET,11237,BROOKLYN,40.699632,-73.913294,maintenance code violation,Close,2021
350,1503,METROPOLITAN AVENUE,10462,BRONX,40.839228,-73.858855,maintenance code violation,Close,2021
351,1551,SHERIDAN AVENUE,10457,BRONX,40.842019,-73.911081,maintenance code violation,Close,2021
352,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2017
353,129,SENECA STREET,10310,STATEN ISLAND,40.631619,-74.117918,maintenance code violation,Close,2018
354,1704,MORRIS AVENUE,10457,BRONX,40.844323,-73.909408,maintenance code violation,Close,2021
355,102,CONVENT AVENUE,10027,MANHATTAN,40.816789,-73.952597,maintenance code violation,Close,2016
356,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2017
357,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2017
358,117-33,135 STREET,11420,QUEENS,40.67703,-73.804414,maintenance code violation,Close,2017
359,888,HOME STREET,10459,BRONX,40.828179,-73.895952,maintenance code violation,Close,2018
360,30,COOPER STREET,10034,MANHATTAN,40.867576,-73.924312,maintenance code violation,Close,2013
361,2805,HEATH AVENUE,10463,BRONX,40.872946999999996,-73.904448,maintenance code violation,Open,2021
362,3770,BROADWAY,10032,MANHATTAN,40.833831,-73.945036,maintenance code violation,Close,2013
363,2445,FREDERICK DOUGLASS BOULEVARD,10027,MANHATTAN,40.81404,-73.948357,maintenance code violation,Close,2021
364,988,GREENE AVENUE,11221,BROOKLYN,40.691005,-73.92845,maintenance code violation,Open,2020
365,899,MONTGOMERY STREET,11213,BROOKLYN,40.664552,-73.935194,maintenance code violation,Open,2018
366,61,5 AVENUE,11217,BROOKLYN,40.680946,-73.97738,maintenance code violation,Close,2020
367,8220,FT HAMILTON PARKWAY,11209,BROOKLYN,40.622298,-74.021851,maintenance code violation,Close,2021
368,8220,FT HAMILTON PARKWAY,11209,BROOKLYN,40.622298,-74.021851,maintenance code violation,Close,2021
369,1,MARBLE HILL AVENUE,10463,MANHATTAN,40.874862,-73.910845,maintenance code violation,Close,2021
370,83-78,DANIELS STREET,11435,QUEENS,40.71366,-73.814937,maintenance code violation,Close,2013
371,2067,VYSE AVENUE,10460,BRONX,40.843128,-73.881176,maintenance code violation,Close,2013
372,61,5 AVENUE,11217,BROOKLYN,40.680946,-73.97738,maintenance code violation,Close,2020
373,2132,BEVERLY ROAD,11226,BROOKLYN,40.644586,-73.957721,maintenance code violation,Open,2020
374,653,KNICKERBOCKER AVENUE,11221,BROOKLYN,40.695305,-73.912175,maintenance code violation,Close,2020
375,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
376,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
377,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2018
378,2535,HOLLAND AVENUE,10467,BRONX,40.863864,-73.865466,maintenance code violation,Open,2020
379,604,WYONA STREET,11207,BROOKLYN,40.66387,-73.890899,maintenance code violation,Close,2020
380,6324,4 AVENUE,11220,BROOKLYN,40.638965,-74.02039,maintenance code violation,Open,2020
381,1327,SOUTHERN BOULEVARD,10459,BRONX,40.8311,-73.891485,maintenance code violation,Close,2013
382,224,BEACH 30 STREET,11691,QUEENS,40.595124,-73.762834,maintenance code violation,Close,2020
383,899,MONTGOMERY STREET,11213,BROOKLYN,40.664552,-73.935194,maintenance code violation,Close,2018
384,899,MONTGOMERY STREET,11213,BROOKLYN,40.664552,-73.935194,maintenance code violation,Close,2018
385,327,43 STREET,11232,BROOKLYN,40.65115,-74.009745,maintenance code violation,Close,2019
386,449,WEST 153 STREET,10031,MANHATTAN,40.829757,-73.94269,maintenance code violation,Close,2021
387,181,ROCKAWAY PARKWAY,11212,BROOKLYN,40.662317,-73.921442,maintenance code violation,Close,2013
388,181,ROCKAWAY PARKWAY,11212,BROOKLYN,40.662317,-73.921442,maintenance code violation,Close,2013
389,899,MONTGOMERY STREET,11213,BROOKLYN,40.664552,-73.935194,maintenance code violation,Close,2018
390,535,56 STREET,11220,BROOKLYN,40.64123,-74.012943,maintenance code violation,Close,2020
391,899,MONTGOMERY STREET,11213,BROOKLYN,40.664552,-73.935194,maintenance code violation,Close,2018
392,899,MONTGOMERY STREET,11213,BROOKLYN,40.664552,-73.935194,maintenance code violation,Close,2018
393,20,SHERMAN AVENUE,10040,MANHATTAN,40.862669,-73.928479,maintenance code violation,Close,2018
394,428,WEST 48 STREET,10036,MANHATTAN,40.762648,-73.990863,maintenance code violation,Close,2021
395,556,ALBANY AVENUE,11203,BROOKLYN,40.661162,-73.939861,maintenance code violation,Open,2013
396,7,HEGEMAN AVENUE,11212,BROOKLYN,40.655591,-73.911863,maintenance code violation,Close,2013
397,1047,TELLER AVENUE,10456,BRONX,40.828706,-73.913747,maintenance code violation,Close,2021
398,1684,WEST 10 STREET,11223,BROOKLYN,40.606039,-73.983178,maintenance code violation,Close,2021
399,181,ROCKAWAY PARKWAY,11212,BROOKLYN,40.662317,-73.921442,maintenance code violation,Close,2013
400,181,ROCKAWAY PARKWAY,11212,BROOKLYN,40.662317,-73.921442,maintenance code violation,Close,2013
401,181,ROCKAWAY PARKWAY,11212,BROOKLYN,40.662317,-73.921442,maintenance code violation,Close,2013
402,181,ROCKAWAY PARKWAY,11212,BROOKLYN,40.662317,-73.921442,maintenance code violation,Close,2013
403,1505,TOWNSEND AVENUE,10452,BRONX,40.84234,-73.915038,maintenance code violation,Close,2014
404,1824,WEEKS AVENUE,10457,BRONX,40.847275,-73.907322,maintenance code violation,Close,2021
405,1824,WEEKS AVENUE,10457,BRONX,40.847275,-73.907322,maintenance code violation,Close,2021
406,1635,UNION STREET,11213,BROOKLYN,40.668096,-73.935991,maintenance code violation,Close,2019
407,287,EAST 18 STREET,11226,BROOKLYN,40.644002,-73.962034,maintenance code violation,Open,2018
408,40,ARDEN STREET,10040,MANHATTAN,40.862067,-73.927229,maintenance code violation,Close,2018
409,20,SHERMAN AVENUE,10040,MANHATTAN,40.862669,-73.928479,maintenance code violation,Open,2018
410,110,TERRACE VIEW AVENUE,10463,MANHATTAN,40.876444,-73.912829,maintenance code violation,Close,2013
411,110,TERRACE VIEW AVENUE,10463,MANHATTAN,40.876444,-73.912829,maintenance code violation,Close,2013
412,110,TERRACE VIEW AVENUE,10463,MANHATTAN,40.876444,-73.912829,maintenance code violation,Close,2013
413,110,TERRACE VIEW AVENUE,10463,MANHATTAN,40.876444,-73.912829,maintenance code violation,Close,2013
414,110,TERRACE VIEW AVENUE,10463,MANHATTAN,40.876444,-73.912829,maintenance code violation,Close,2013
415,110,TERRACE VIEW AVENUE,10463,MANHATTAN,40.876444,-73.912829,maintenance code violation,Close,2013
416,40,ARDEN STREET,10040,MANHATTAN,40.862067,-73.927229,maintenance code violation,Close,2018
417,1141,TIFFANY STREET,10459,BRONX,40.82683,-73.894964,maintenance code violation,Close,2018
418,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
419,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
420,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
421,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
422,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
423,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
424,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
425,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
426,40,ARDEN STREET,10040,MANHATTAN,40.862067,-73.927229,maintenance code violation,Close,2018
427,246,PRESIDENT STREET,11231,BROOKLYN,40.682007,-73.997235,maintenance code violation,Close,2013
428,10-12,NAMEOKE STREET,11691,QUEENS,40.603221,-73.748926,maintenance code violation,Close,2020
429,10-12,NAMEOKE STREET,11691,QUEENS,40.603221,-73.748926,maintenance code violation,Close,2020
430,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
431,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
432,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
433,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
434,265,EAST 78 STREET,10075,MANHATTAN,40.773035,-73.956426,maintenance code violation,Close,2018
435,265,EAST 78 STREET,10075,MANHATTAN,40.773035,-73.956426,maintenance code violation,Close,2018
436,265,EAST 78 STREET,10075,MANHATTAN,40.773035,-73.956426,maintenance code violation,Close,2018
437,2917,GRAND CONCOURSE,10468,BRONX,40.871349,-73.88895,maintenance code violation,Open,2018
438,2917,GRAND CONCOURSE,10468,BRONX,40.871349,-73.88895,maintenance code violation,Open,2018
439,2917,GRAND CONCOURSE,10468,BRONX,40.871349,-73.88895,maintenance code violation,Open,2018
440,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
441,633,EAST 233 STREET,10466,BRONX,40.894112,-73.859592,maintenance code violation,Close,2013
442,633,EAST 233 STREET,10466,BRONX,40.894112,-73.859592,maintenance code violation,Close,2013
443,633,EAST 233 STREET,10466,BRONX,40.894112,-73.859592,maintenance code violation,Close,2013
444,2917,GRAND CONCOURSE,10468,BRONX,40.871349,-73.88895,maintenance code violation,Open,2018
445,2917,GRAND CONCOURSE,10468,BRONX,40.871349,-73.88895,maintenance code violation,Open,2018
446,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
447,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
448,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
449,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
450,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
451,1453,PROSPECT PLACE,11213,BROOKLYN,40.673142,-73.928459,maintenance code violation,Close,2013
452,1562,THIERIOT AVENUE,10460,BRONX,40.839697,-73.865894,maintenance code violation,Close,2016
453,1630,41 STREET,11218,BROOKLYN,40.635086,-73.980144,maintenance code violation,Close,2021
454,633,EAST 233 STREET,10466,BRONX,40.894112,-73.859592,maintenance code violation,Close,2013
455,633,EAST 233 STREET,10466,BRONX,40.894112,-73.859592,maintenance code violation,Close,2013
456,633,EAST 233 STREET,10466,BRONX,40.894112,-73.859592,maintenance code violation,Close,2013
457,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
458,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Open,2013
459,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Open,2013
460,1327,SOUTHERN BOULEVARD,10459,BRONX,40.8311,-73.891485,maintenance code violation,Close,2013
461,1327,SOUTHERN BOULEVARD,10459,BRONX,40.8311,-73.891485,maintenance code violation,Close,2013
462,1327,SOUTHERN BOULEVARD,10459,BRONX,40.8311,-73.891485,maintenance code violation,Close,2013
463,1327,SOUTHERN BOULEVARD,10459,BRONX,40.8311,-73.891485,maintenance code violation,Close,2013
464,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
465,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
466,451,EAST 22 STREET,11226,BROOKLYN,40.640883,-73.957251,maintenance code violation,Close,2021
467,3528,MERMAID AVENUE,11224,BROOKLYN,40.574821,-74.001044,maintenance code violation,Close,2021
468,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
469,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
470,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
471,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
472,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
473,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
474,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
475,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
476,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
477,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
478,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
479,36,KENILWORTH PLACE,11210,BROOKLYN,40.63505,-73.951324,maintenance code violation,Close,2013
480,1660,UNION STREET,11213,BROOKLYN,40.667935,-73.933388,maintenance code violation,Close,2013
481,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2018
482,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Open,2018
483,2979,MARION AVENUE,10458,BRONX,40.869431,-73.883551,maintenance code violation,Close,2013
484,2979,MARION AVENUE,10458,BRONX,40.869431,-73.883551,maintenance code violation,Close,2013
485,2979,MARION AVENUE,10458,BRONX,40.869431,-73.883551,maintenance code violation,Close,2013
486,2979,MARION AVENUE,10458,BRONX,40.869431,-73.883551,maintenance code violation,Close,2013
487,8202,3 AVENUE,11209,BROOKLYN,40.626265,-74.029926,maintenance code violation,Close,2021
488,1327,SOUTHERN BOULEVARD,10459,BRONX,40.8311,-73.891485,maintenance code violation,Close,2013
489,307,LEGION STREET,11212,BROOKLYN,40.661018,-73.916314,maintenance code violation,Close,2013
490,1520,SEDGWICK AVENUE,10453,BRONX,40.846785,-73.924929,maintenance code violation,Close,2021
491,233,PROSPECT PLACE,11238,BROOKLYN,40.677562,-73.968332,maintenance code violation,Close,2018
492,244,FILLMORE STREET,10301,STATEN ISLAND,40.643282,-74.096805,maintenance code violation,Close,2021
493,137-20,45 AVENUE,11355,QUEENS,40.75094,-73.822838,maintenance code violation,Close,2020
494,4206,CARPENTER AVENUE,10466,BRONX,40.894604,-73.86009,maintenance code violation,Close,2018
495,244,FILLMORE STREET,10301,STATEN ISLAND,40.643282,-74.096805,maintenance code violation,Close,2021
496,244,FILLMORE STREET,10301,STATEN ISLAND,40.643282,-74.096805,maintenance code violation,Close,2021
497,55,HARMAN STREET,11221,BROOKLYN,40.695025,-73.92367899999999,maintenance code violation,Close,2021
498,244,FILLMORE STREET,10301,STATEN ISLAND,40.643282,-74.096805,maintenance code violation,Close,2021
499,530,ST PAULS PLACE,10456,BRONX,40.835782,-73.902369,maintenance code violation,Open,2013
500,1056,ST NICHOLAS AVENUE,10032,MANHATTAN,40.836757,-73.94006,maintenance code violation,Close,2021
501,1800,ALBEMARLE ROAD,11226,BROOKLYN,40.647016,-73.962469,maintenance code violation,Close,2021
502,68,MAC DOUGAL STREET,11233,BROOKLYN,40.679423,-73.918361,maintenance code violation,Close,2021
503,2800,COYLE STREET,11235,BROOKLYN,40.585065,-73.934159,maintenance code violation,Close,2013
504,201,SHERMAN AVENUE,10034,MANHATTAN,40.865381,-73.921101,maintenance code violation,Close,2013
505,1843,PITKIN AVENUE,11212,BROOKLYN,40.67058,-73.904803,maintenance code violation,Close,2013
506,1064,MANOR AVENUE,10472,BRONX,40.825543,-73.875585,maintenance code violation,Close,2013
507,1064,MANOR AVENUE,10472,BRONX,40.825543,-73.875585,maintenance code violation,Close,2013
508,2675,VALENTINE AVENUE,10458,BRONX,40.866053,-73.892899,maintenance code violation,Close,2021
509,57,AVENUE O,11204,BROOKLYN,40.610343,-73.9829,maintenance code violation,Close,2021
510,3528,MERMAID AVENUE,11224,BROOKLYN,40.574821,-74.001044,maintenance code violation,Close,2021
511,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
512,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
513,3230,CRUGER AVENUE,10467,BRONX,40.872255,-73.866129,maintenance code violation,Close,2013
514,230,EAST 79 STREET,10075,MANHATTAN,40.773932,-73.956483,maintenance code violation,Close,2018
515,240,EAST 79 STREET,10075,MANHATTAN,40.773863,-73.956324,maintenance code violation,Close,2018
516,242,EAST 79 STREET,10075,MANHATTAN,40.77385,-73.956292,maintenance code violation,Close,2018
517,428,EAST 46 STREET,11203,BROOKLYN,40.651124,-73.934234,maintenance code violation,Close,2021
518,1760,MONTGOMERY AVENUE,10453,BRONX,40.850722,-73.918114,maintenance code violation,Close,2013
519,1180,PRESIDENT STREET,11225,BROOKLYN,40.668111,-73.951538,maintenance code violation,Close,2021
520,1120,FOX STREET,10459,BRONX,40.827496,-73.893843,maintenance code violation,Close,2021
521,1843,PITKIN AVENUE,11212,BROOKLYN,40.67058,-73.904803,maintenance code violation,Close,2013
522,520,CONCORD AVENUE,10455,BRONX,40.812399,-73.908379,maintenance code violation,Close,2021
523,2979,MARION AVENUE,10458,BRONX,40.869431,-73.883551,maintenance code violation,Close,2013
524,2979,MARION AVENUE,10458,BRONX,40.869431,-73.883551,maintenance code violation,Close,2013
525,14-15,MOTT AVENUE,11691,QUEENS,40.601257,-73.747921,maintenance code violation,Close,2013
526,108-53,ROOSEVELT AVENUE,11368,QUEENS,40.750869,-73.858277,maintenance code violation,Close,2018
527,1944,ANDREWS AVENUE,10453,BRONX,40.854973,-73.912976,maintenance code violation,Close,2013
528,31,MT HOPE PLACE,10453,BRONX,40.849226,-73.910135,maintenance code violation,Close,2020
529,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
530,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
531,1750,GRAND CONCOURSE,10457,BRONX,40.845765,-73.910292,maintenance code violation,Close,2013
532,1117,WESTCHESTER AVENUE,10459,BRONX,40.825426,-73.890453,maintenance code violation,Close,2021
533,160,WEST KINGSBRIDGE ROAD,10463,BRONX,40.870246,-73.904325,maintenance code violation,Close,2021
534,160,WEST KINGSBRIDGE ROAD,10463,BRONX,40.870246,-73.904325,maintenance code violation,Close,2021
536,160,WEST KINGSBRIDGE ROAD,10463,BRONX,40.870246,-73.904325,maintenance code violation,Close,2021
537,55,HOLLAND AVENUE,10303,STATEN ISLAND,40.638993,-74.171244,maintenance code violation,Close,2021
538,1843,PITKIN AVENUE,11212,BROOKLYN,40.67058,-73.904803,maintenance code violation,Close,2013
539,1330,FULTON STREET,11216,BROOKLYN,40.680269,-73.94747,maintenance code violation,Close,2013
540,1330,FULTON STREET,11216,BROOKLYN,40.680269,-73.94747,maintenance code violation,Close,2013
541,4078,NOSTRAND AVENUE,11235,BROOKLYN,40.584387,-73.938843,maintenance code violation,Close,2021
542,1917,AVENUE X,11235,BROOKLYN,40.592665,-73.951035,maintenance code violation,Close,2021
543,2848,BRIGHTON 7 STREET,11235,BROOKLYN,40.582365,-73.962105,maintenance code violation,Close,2021
544,1917,AVENUE X,11235,BROOKLYN,40.592665,-73.951035,maintenance code violation,Close,2021
545,728,OCEAN VIEW AVENUE,11235,BROOKLYN,40.579936000000004,-73.96044,maintenance code violation,Open,2021
546,2407,EAST 12 STREET,11235,BROOKLYN,40.59157,-73.958946,maintenance code violation,Open,2021
547,2407,EAST 12 STREET,11235,BROOKLYN,40.59157,-73.958946,maintenance code violation,Open,2021
548,2409,EAST 12 STREET,11235,BROOKLYN,40.591535,-73.958939,maintenance code violation,Open,2021
549,2409,EAST 12 STREET,11235,BROOKLYN,40.591535,-73.958939,maintenance code violation,Open,2021
550,361,MILLER AVENUE,11207,BROOKLYN,40.672009,-73.891052,maintenance code violation,Close,2021
551,1505,TOWNSEND AVENUE,10452,BRONX,40.84234,-73.915038,maintenance code violation,Close,2014
552,75,WADSWORTH TERRACE,10040,MANHATTAN,40.856859,-73.930759,maintenance code violation,Close,2021
553,3801,REVIEW PLACE,10463,BRONX,40.88494,-73.89965,maintenance code violation,Close,2021
554,521,WEST 156 STREET,10032,MANHATTAN,40.832617,-73.943367,maintenance code violation,Close,2018
555,3528,MERMAID AVENUE,11224,BROOKLYN,40.574821,-74.001044,maintenance code violation,Close,2021
556,3528,MERMAID AVENUE,11224,BROOKLYN,40.574821,-74.001044,maintenance code violation,Close,2021
